user_id,Salad In The Box,SteakHolder,ANWAR BURGER,ÊÁã¨ ÅÙ¡ªÔé¹·Í´,¹éÍ§á¹¹ËÁÙ»Ôé§,»Ñ§àÂç¹,à¤Ã×èÍ§´×èÁ ÂÓ¼ÅäÁé ¼ÅäÁé,¢éÒÇá¡§ªØ´ÍÔèÁÍÃèÍÂ,µÓÂÓÂèÒ§ ÍÒËÒÃÍÕÊÒ¹ ÅÒºÂâÊ,ÈÔÃÔÃÑµ¹ì â¨é¡ ¢éÒÇµéÁ,¼Ñ´ä· ËÍÂ·Í´ ÃÒ´Ë¹éÒ,¢éÒÇË¹éÒà»ç´-¢éÒÇËÁÙá´§-¢éÒÇËÁÙ¡ÃÍº,¢éÒÇÂÓä¡èÂèÒ§ ¢éÒÇÁÑ¹ä¡è 2 ÊÕ,áªÁ»ìÎÑé§à¾é§,ªÒÂ 4 ºÐËÁÕèà¡ÕêÂÇ,ÃéÒ¹ 3 ». ¢ÒËÁÙ ÍÒËÒÃµÒÁÊÑè§,ÍÒËÒÃÍÔÊÅÒÁ Halal Food,ÃéÒ¹ÍÒËÒÃµÒÁÊÑè§ÍÔèÁÍÃèÍÂ,¾Ô¹Ô¨âµéÃØè§,clusters,explaned
270,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
66,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
115,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
72,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
113,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,àÅ×Í¡ªÁäÁè¡ÕèÃéÒ¹
